weather system,date,heightAboveMSL,Regions
Mean Sea Level Trough,2024-09-01,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay
Cyclonic Circulation (CYCIR),2024-09-01,0.9 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2024-09-01,1.5 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2024-09-01,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Mean Sea Level Trough,2024-09-02,Surface,West Rajasthan ; West Madhya Pradesh ; Vidarbha ; Coastal Andhra Pradesh ; EC Bay
Cyclonic Circulation (CYCIR),2024-09-02,1.5 km to 3.1 km,Central Pakistan ; West Rajasthan
Offshore Trough,2024-09-02,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala
Western Disturbances (WD),2024-09-02,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
Low Pressure (L) with associated CYCIR,2024-09-03,5.8 km,WC Arabian Sea ; NW Arabian Sea
Low Pressure (L) with associated CYCIR,2024-09-03,3.1 km,Vidarbha
Mean Sea Level Trough,2024-09-03,Surface,West Rajasthan ; East Rajasthan ; Vidarbha ; Telangana ; Coastal Andhra Pradesh ; EC Bay
Western Disturbances (WD),2024-09-03,5.8 km,West Pakistan ; Central Pakistan ; Southwest Pakistan ; South Pakistan ; North Pakistan
Cyclonic Circulation (CYCIR),2024-09-03,4.5 km to 7.6 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2024-09-03,3.1 km to 5.8 km,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2024-09-03,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-07-01,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2024-07-01,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2024-07-01,0.9 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2024-07-01,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-07-01,3.1 km,Gujarat Region
Trough,2024-07-01,0.9 km,"Punjab ; Nagaland, Manipur, Mizoram & Tripura ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),2024-07-01,3.1 km to 7.6 km,Gujarat Region
Trough,2024-07-01,5.8 km,Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh
Offshore Trough,2024-07-01,Surface,Madhya Maharashtra ; Konkan & Goa ; Kerala
Mean Sea Level Trough,2024-07-02,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2024-07-02,1.5 km,Bangladesh
Trough,2024-07-02,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-07-02,5.8 km,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2024-07-02,1.5 km,Pakistan
Cyclonic Circulation (CYCIR),2024-07-02,3.1 km to 4.5 km,Assam & Meghalaya
Trough,2024-07-02,3.1 km,East Madhya Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-07-02,4.5 km to 5.8 km,Bihar
Offshore Trough,2024-07-02,Surface,Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Mean Sea Level Trough,2024-07-03,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2024-07-03,1.5 km to 7.6 km,Bangladesh
Trough,2024-07-03,0.9 km,"East Madhya Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Chhattisgarh ; Jharkhand"
Cyclonic Circulation (CYCIR),2024-07-03,4.5 km to 5.8 km,Gujarat Region ; Saurashtra & Kutch
Offshore Trough,2024-07-03,Surface,Konkan & Goa ; Coastal Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2024-07-03,1.5 km,Himachal Pradesh
Cyclonic Circulation (CYCIR),2024-07-03,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
